Reset,left_occupied,left_angle,left_offset,left_size,left_width,left_length,left_has_pillar,right_occupied,right_angle,right_offset,right_size,right_width,right_length,right_has_pillar,goal_lane_index,goal_position_x,goal_position_y,goal_heading,controlled_x,controlled_y,controlled_width,controlled_length,step,done
Reset 5304,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-2.9629682208662764,0.0,2.0,5.0,23,True
Reset 5305,0,0.0,0.0,0,0.0,0.0,1,1,0.02787309710357211,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-9.906974760698303,0.0,2.0,5.0,22,True
Reset 5306,1,0.13204492371075682,0.0,0,2.0,5.0,1,1,0.04102125000993939,0.0,1,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-4.294654977159234,0.0,2.0,5.0,20,True
Reset 5307,1,0.10455850345395334,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-4.877950945890426,0.0,2.0,5.0,24,True
Reset 5308,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-5.326195573228603,0.0,2.0,5.0,25,True
Reset 5309,1,0.1714418135125464,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-2.1217707445249836,0.0,2.0,5.0,22,True
Reset 5310,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-7.566825052817987,0.0,2.0,5.0,22,True
Reset 5311,1,-0.06798230689898332,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-2.984162140734022,0.0,2.0,5.0,23,True
Reset 5312,1,0.16765833895999704,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-9.462122118078309,0.0,2.0,5.0,17,True
Reset 5313,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-5.082540968041023,0.0,2.0,5.0,17,True
Reset 5314,1,0.16756768504496367,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-2.6180152418966927,0.0,2.0,5.0,17,True
Reset 5315,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-5.678682420758784,0.0,2.0,5.0,24,True
Reset 5316,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-7.984040391672582,0.0,2.0,5.0,25,True
Reset 5317,0,0.0,0.0,0,0.0,0.0,1,1,-0.13040074838472648,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-4.999767972175986,0.0,2.0,5.0,20,True
Reset 5318,1,0.09652646863800518,0.0,1,2.0,5.0,0,1,0.04851343099045158,0.0,0,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-7.262605404729588,0.0,2.0,5.0,18,True
Reset 5319,1,-0.09388474716984607,0.0,1,2.0,5.0,1,1,0.088356586999768,0.0,0,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-7.3465943478905915,0.0,2.0,5.0,21,True
Reset 5320,0,0.0,0.0,0,0.0,0.0,1,1,0.10106641059710797,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-7.084845002558494,0.0,2.0,5.0,20,True
Reset 5321,1,-0.08308283919040838,0.0,1,2.0,5.0,0,1,-0.1254186895474414,0.0,0,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-7.67395174648625,0.0,2.0,5.0,23,True
Reset 5322,0,0.0,0.0,0,0.0,0.0,1,1,0.13211688480617312,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-5.667403250247494,0.0,2.0,5.0,13,True
Reset 5323,1,0.003533570360284566,0.0,1,2.0,5.0,0,1,-0.010727310534265566,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-6.708309287183722,0.0,2.0,5.0,18,True
Reset 5324,1,0.10806186992581801,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-8.596869706225576,0.0,2.0,5.0,25,True
Reset 5325,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-8.362202143821833,0.0,2.0,5.0,26,True
Reset 5326,0,0.0,0.0,0,0.0,0.0,0,1,-0.1069335583711426,0.0,0,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-3.3000934419138357,0.0,2.0,5.0,21,True
Reset 5327,0,0.0,0.0,0,0.0,0.0,1,1,0.13837674626394691,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-3.3050994822336675,0.0,2.0,5.0,12,True
Reset 5328,1,-0.08982569512584293,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-7.098209992584464,0.0,2.0,5.0,16,True
Reset 5329,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-3.707349579165996,0.0,2.0,5.0,13,True
Reset 5330,0,0.0,0.0,0,0.0,0.0,1,1,0.14123993127197498,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-8.57346259769653,0.0,2.0,5.0,15,True
Reset 5331,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.801975590046023,0.0,2.0,5.0,27,True
Reset 5332,0,0.0,0.0,0,0.0,0.0,1,1,0.11734814967937823,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-7.4779832079510715,0.0,2.0,5.0,26,True
Reset 5333,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-5.410349419734629,0.0,2.0,5.0,17,True
Reset 5334,0,0.0,0.0,0,0.0,0.0,1,1,0.02575512392585022,0.0,2,2.0,5.5,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-2.909561815727078,0.0,2.0,5.0,19,True
Reset 5335,1,-0.04642014875162248,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-4.609733953533599,0.0,2.0,5.0,21,True
Reset 5336,0,0.0,0.0,0,0.0,0.0,0,1,0.012290725965454108,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-3.40571039300701,0.0,2.0,5.0,21,True
Reset 5337,1,-0.024750677057815418,0.0,1,2.0,5.0,1,1,0.1012215735232238,0.0,1,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-4.996287549978318,0.0,2.0,5.0,20,True
Reset 5338,1,-0.11976538135863124,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-3.737338533477832,0.0,2.0,5.0,21,True
Reset 5339,1,0.0030249493675231776,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-6.716255309666949,0.0,2.0,5.0,23,True
Reset 5340,0,0.0,0.0,0,0.0,0.0,1,1,0.106369177696225,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-8.191467668502078,0.0,2.0,5.0,21,True
Reset 5341,0,0.0,0.0,0,0.0,0.0,1,1,0.06708526438882556,0.0,0,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-2.1527561692787476,0.0,2.0,5.0,12,True
Reset 5342,1,0.13440861567472218,0.0,1,2.0,5.0,0,1,-0.16406631405327077,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-8.136272947085239,0.0,2.0,5.0,17,True
Reset 5343,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-8.189497926700497,0.0,2.0,5.0,19,True
Reset 5344,0,0.0,0.0,0,0.0,0.0,0,1,0.1300759257938049,0.0,1,2.0,5.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-8.276026684376431,0.0,2.0,5.0,23,True
Reset 5345,0,0.0,0.0,0,0.0,0.0,0,1,-0.13443465172479052,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-4.67855993012653,0.0,2.0,5.0,15,True
Reset 5346,1,0.030490177583320177,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-8.909791840269303,0.0,2.0,5.0,21,True
Reset 5347,0,0.0,0.0,0,0.0,0.0,1,1,-0.05923271818723852,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-9.835390432522225,0.0,2.0,5.0,21,True
Reset 5348,1,-0.05080570755052283,0.0,1,2.0,5.0,0,1,0.1513304869116825,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-7.619279013483446,0.0,2.0,5.0,23,True
Reset 5349,1,-0.15885061757645014,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-4.777810932871123,0.0,2.0,5.0,15,True
Reset 5350,0,0.0,0.0,0,0.0,0.0,0,1,-0.1330862866709348,0.0,0,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-9.131651444044333,0.0,2.0,5.0,17,True
Reset 5351,1,0.004824392415095247,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-8.036053086368087,0.0,2.0,5.0,23,True
Reset 5352,0,0.0,0.0,0,0.0,0.0,1,1,-0.13000296968176928,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-2.118686926992626,0.0,2.0,5.0,23,True
Reset 5353,0,0.0,0.0,0,0.0,0.0,0,1,0.06555393385241381,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-2.437946934631836,0.0,2.0,5.0,16,True
Reset 5354,0,0.0,0.0,0,0.0,0.0,1,1,0.10353092358742644,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-4.46828651685298,0.0,2.0,5.0,24,True
Reset 5355,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-7.405925907264405,0.0,2.0,5.0,25,True
Reset 5356,0,0.0,0.0,0,0.0,0.0,1,1,0.06005734374508953,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-6.107978742978571,0.0,2.0,5.0,25,True
Reset 5357,1,0.1528854590081019,0.0,2,2.0,5.5,1,1,-0.04138788389558501,0.0,1,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-6.77589786730388,0.0,2.0,5.0,21,True
Reset 5358,1,-0.09549135531874797,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-8.178151996918144,0.0,2.0,5.0,18,True
Reset 5359,0,0.0,0.0,0,0.0,0.0,1,1,-0.17222342291940063,0.0,2,2.0,5.5,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-6.568049795829017,0.0,2.0,5.0,14,True
Reset 5360,0,0.0,0.0,0,0.0,0.0,1,1,0.10189059274840484,0.0,1,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-5.616681963990562,0.0,2.0,5.0,20,True
Reset 5361,1,0.0044493605427256,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-2.625227245553546,0.0,2.0,5.0,16,True
Reset 5362,0,0.0,0.0,0,0.0,0.0,1,1,0.0020912979561678036,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.08343895050324,0.0,2.0,5.0,26,True
Reset 5363,1,0.1561243523925322,0.0,1,2.0,5.0,1,1,0.0708654034844085,0.0,2,2.0,5.5,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-3.006692782785219,0.0,2.0,5.0,19,True
Reset 5364,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-5.9924409279285875,0.0,2.0,5.0,18,True
Reset 5365,1,0.11649277152790916,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-4.617737337719764,0.0,2.0,5.0,17,True
Reset 5366,1,-0.11635294702789212,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-5.147261049251831,0.0,2.0,5.0,21,True
Reset 5367,1,-0.13808261447455394,0.0,0,2.0,5.0,1,1,0.1027410737517318,0.0,1,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-6.996053009974483,0.0,2.0,5.0,21,True
Reset 5368,0,0.0,0.0,0,0.0,0.0,1,1,-0.12330153053668513,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-5.72828629524051,0.0,2.0,5.0,20,True
Reset 5369,1,-0.12862750320708294,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-5.817865414202283,0.0,2.0,5.0,16,True
Reset 5370,1,0.009642004531613235,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-9.943366118111975,0.0,2.0,5.0,24,True
Reset 5371,1,-0.13261918296042707,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-3.025750098380347,0.0,2.0,5.0,15,True
Reset 5372,0,0.0,0.0,0,0.0,0.0,0,1,0.06300966545602682,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-8.568409053274733,0.0,2.0,5.0,17,True
Reset 5373,1,0.0688365616774349,0.0,1,2.0,5.0,0,1,0.05295280543473768,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-2.491222719110776,0.0,2.0,5.0,14,True
Reset 5374,0,0.0,0.0,0,0.0,0.0,1,1,-0.16360257422294233,0.0,1,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-9.882196512401064,0.0,2.0,5.0,22,True
Reset 5375,1,-0.05542143776855024,0.0,2,2.0,5.5,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-4.346238428275447,0.0,2.0,5.0,17,True
Reset 5376,0,0.0,0.0,0,0.0,0.0,1,1,-0.05192124942260268,0.0,1,2.0,5.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-8.273197153369054,0.0,2.0,5.0,21,True
Reset 5377,1,-0.1132540923519918,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-3.1961965137920227,0.0,2.0,5.0,15,True
Reset 5378,0,0.0,0.0,0,0.0,0.0,0,1,-0.07226661064861051,0.0,2,2.0,5.5,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-5.784594775259528,0.0,2.0,5.0,18,True
Reset 5379,1,0.03115155226865296,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-7.199294744031468,0.0,2.0,5.0,18,True
Reset 5380,1,0.09616045945436658,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-2.1604101012382104,0.0,2.0,5.0,22,True
Reset 5381,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-2.931681394258285,0.0,2.0,5.0,23,True
Reset 5382,0,0.0,0.0,0,0.0,0.0,0,1,0.12637476302353257,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-3.2360696032253102,0.0,2.0,5.0,17,True
Reset 5383,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-7.832706163548904,0.0,2.0,5.0,14,True
Reset 5384,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-5.601163489028951,0.0,2.0,5.0,25,True
Reset 5385,0,0.0,0.0,0,0.0,0.0,1,1,-0.0670590429231035,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-2.539889176622114,0.0,2.0,5.0,12,True
Reset 5386,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-8.288072232930196,0.0,2.0,5.0,25,True
Reset 5387,0,0.0,0.0,0,0.0,0.0,1,1,0.13284794488528284,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-5.3933929115752,0.0,2.0,5.0,25,True
Reset 5388,1,0.04168348886762807,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-6.981728597790515,0.0,2.0,5.0,16,True
Reset 5389,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.031478544777304,0.0,2.0,5.0,26,True
Reset 5390,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-7.43493622010512,0.0,2.0,5.0,18,True
Reset 5391,0,0.0,0.0,0,0.0,0.0,0,1,-0.1285469189566424,0.0,1,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-4.60583474361929,0.0,2.0,5.0,22,True
Reset 5392,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",20.0,-14.0,-1.5707963267948966,-6.960012053827031,0.0,2.0,5.0,20,True
Reset 5393,0,0.0,0.0,0,0.0,0.0,0,1,0.06341478745888418,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-5.105850261762408,0.0,2.0,5.0,17,True
Reset 5394,1,-0.057493658839973705,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-3.529209582906546,0.0,2.0,5.0,15,True
Reset 5395,1,0.04953321935989963,0.0,1,2.0,5.0,0,1,0.10431959169373184,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-5.564541215114078,0.0,2.0,5.0,16,True
Reset 5396,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-8.258005011826276,0.0,2.0,5.0,23,True
Reset 5397,0,0.0,0.0,0,0.0,0.0,1,1,0.06924821683907689,0.0,1,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-9.961208672886832,0.0,2.0,5.0,27,True
Reset 5398,1,0.11615038310221171,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-3.138917842347311,0.0,2.0,5.0,21,True
Reset 5399,1,-0.09537830950486126,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-6.464083036015592,0.0,2.0,5.0,24,True
Reset 5400,1,-0.04644769161600859,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-7.053233589298065,0.0,2.0,5.0,25,True
Reset 5401,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-5.349583125115009,0.0,2.0,5.0,17,True
Reset 5402,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-9.208290527786641,0.0,2.0,5.0,15,True
Reset 5403,1,0.11703418523867071,0.0,1,2.0,5.0,1,1,0.04900576399573575,0.0,1,2.0,5.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-7.0889151604337455,0.0,2.0,5.0,21,True
Reset 5404,1,0.06868733580803332,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-6.901612983729225,0.0,2.0,5.0,18,True
Reset 5405,0,0.0,0.0,0,0.0,0.0,0,1,0.04554465124397211,0.0,0,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-5.297065086508638,0.0,2.0,5.0,15,True
Reset 5406,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-4.618177498544613,0.0,2.0,5.0,13,True
Reset 5407,1,-0.15179368162945805,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-5.205466878241476,0.0,2.0,5.0,15,True
Reset 5408,0,0.0,0.0,0,0.0,0.0,1,1,0.15244838961050244,0.0,1,2.0,5.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-3.9594952029632626,0.0,2.0,5.0,13,True
Reset 5409,0,0.0,0.0,0,0.0,0.0,0,1,-0.044381764091446785,0.0,2,2.0,5.5,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-4.752890287572581,0.0,2.0,5.0,22,True
Reset 5410,0,0.0,0.0,0,0.0,0.0,1,1,-0.010843534771507013,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-4.387621995270218,0.0,2.0,5.0,24,True
Reset 5411,0,0.0,0.0,0,0.0,0.0,0,1,-0.060424457710583246,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-5.618159991027804,0.0,2.0,5.0,16,True
Reset 5412,1,-0.04307552343570897,0.0,0,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-5.804499199662584,0.0,2.0,5.0,20,True
Reset 5413,1,-0.08179846978371375,0.0,2,2.0,5.5,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-8.595843967766683,0.0,2.0,5.0,21,True
Reset 5414,0,0.0,0.0,0,0.0,0.0,0,1,0.06180565978271657,0.0,1,2.0,5.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-7.750531974287773,0.0,2.0,5.0,16,True
Reset 5415,0,0.0,0.0,0,0.0,0.0,0,1,-0.16233011077226145,0.0,2,2.0,5.5,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-3.0683303997781177,0.0,2.0,5.0,21,True
Reset 5416,1,-0.14970564759315863,0.0,0,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-2.16653573265806,0.0,2.0,5.0,20,True
Reset 5417,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 5)",32.0,-14.0,-1.5707963267948966,-5.914305513077019,0.0,2.0,5.0,24,True
Reset 5418,1,-0.08970201751439522,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-9.069890960364948,0.0,2.0,5.0,19,True
Reset 5419,1,0.12978114344997382,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",26.0,-14.0,-1.5707963267948966,-3.6103372549952564,0.0,2.0,5.0,21,True
Reset 5420,0,0.0,0.0,0,0.0,0.0,1,1,-0.02355507947285429,0.0,0,2.0,5.0,0,"('a', 'b', 4)",26.0,14.0,1.5707963267948966,-2.9499131409522565,0.0,2.0,5.0,23,True
Reset 5421,1,-0.008622685309544353,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-8.262948926177616,0.0,2.0,5.0,19,True
Reset 5422,1,0.009828675504588658,0.0,1,2.0,5.0,1,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",14.0,14.0,1.5707963267948966,-6.899724652171269,0.0,2.0,5.0,21,True
Reset 5423,1,0.1152342898634604,0.0,2,2.0,5.5,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",8.0,-14.0,-1.5707963267948966,-4.892100868777382,0.0,2.0,5.0,15,True
Reset 5424,1,-0.10344530755441572,0.0,1,2.0,5.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",8.0,14.0,1.5707963267948966,-5.201211532409305,0.0,2.0,5.0,17,True
Reset 5425,0,0.0,0.0,0,0.0,0.0,0,1,0.13133784398520798,0.0,0,2.0,5.0,1,"('a', 'b', 3)",20.0,14.0,1.5707963267948966,-2.025653096558429,0.0,2.0,5.0,20,True
Reset 5426,0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",2.0,-14.0,-1.5707963267948966,-5.7731266034323685,0.0,2.0,5.0,13,True
Reset 5427,0,0.0,0.0,0,0.0,0.0,0,1,0.09361158446690898,0.0,1,2.0,5.0,1,"('b', 'c', 2)",14.0,-14.0,-1.5707963267948966,-8.38747176397063,0.0,2.0,5.0,19,True
